,wins,local,opponent,local_points,opponent_points,duration,date,event,category,round,has_video,url_video
42,1,KIM Limhwan,FARMONOV Mirzokhid,0,0,05:00,9 May 2014,Grand Slam Baku 2014,-66 kg,best 16,True,https://judobase.ijf.org/#/competition/contest/gs_aze2014_m_0066_0017
0,0,PIRAS Matteo,SHIKHALIZADA Nijat,0,100,01:49,9 Nov 2018,Grand Prix Tashkent 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_uzb2018_m_0066_0020
1,1,PIRAS Matteo,HUANG Sheng-Ting,100,0,07:44,9 Nov 2018,Grand Prix Tashkent 2018,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gp_uzb2018_m_0066_0008
2,0,PIRAS Matteo,CARGNIN Daniel,0,100,02:47,12 Oct 2018,Grand Prix Cancun 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_mex2018_m_0066_0017
3,1,PIRAS Matteo,WIEDMER Jose,100,0,00:34,12 Oct 2018,Grand Prix Cancun 2018,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gp_mex2018_m_0066_0002
4,0,PIRAS Matteo,SOLIS Osniel,0,100,00:31,10 Aug 2018,Grand Prix Budapest 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_hun2018_m_0066_0035
5,1,PIRAS Matteo,ALEKSANYAN Gourgen,100,0,02:14,10 Aug 2018,Grand Prix Budapest 2018,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gp_hun2018_m_0066_0006
6,1,PIRAS Matteo,BALKAROV Alim,10,0,07:10,23 Jun 2018,Continental Cup Celje-Podcetrtek 2018,-66 kg,Bronze,False,
7,0,PIRAS Matteo,GOLUS Lukasz,0,10,05:00,23 Jun 2018,Continental Cup Celje-Podcetrtek 2018,-66 kg,Semi-Final,False,
8,1,PIRAS Matteo,AZEMA Kevin,100,0,02:42,23 Jun 2018,Continental Cup Celje-Podcetrtek 2018,-66 kg,Quarter-Final,False,
9,1,PIRAS Matteo,MAMEIDOV Asim,100,0,03:04,23 Jun 2018,Continental Cup Celje-Podcetrtek 2018,-66 kg,Round 3,False,
10,1,PIRAS Matteo,PONGRACZ Bence,100,0,00:52,23 Jun 2018,Continental Cup Celje-Podcetrtek 2018,-66 kg,Round 2,False,
11,0,PIRAS Matteo,SEIDL Sebastian,0,10,01:45,25 May 2018,Grand Prix Hohhot 2018,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/gp_chn2018_m_0066_0054
12,1,PIRAS Matteo,GAITERO MARTIN Alberto,100,0,01:24,25 May 2018,Grand Prix Hohhot 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_chn2018_m_0066_0043
13,0,PIRAS Matteo,MARIAC Alexandre,0,10,05:00,5 May 2018,Continental Cup Sarajevo 2018,-66 kg,Bronze,False,
14,0,PIRAS Matteo,ALEKSANYAN Gourgen,0,100,03:05,5 May 2018,Continental Cup Sarajevo 2018,-66 kg,Semi-Final,False,
15,1,PIRAS Matteo,CSEH Mark,100,0,00:51,5 May 2018,Continental Cup Sarajevo 2018,-66 kg,Quarter-Final,False,
16,1,PIRAS Matteo,CULLHAJ Indrit,100,10,02:17,5 May 2018,Continental Cup Sarajevo 2018,-66 kg,Round 2,False,
17,0,PIRAS Matteo,KHOJASTEH Alireza,0,100,00:28,30 Mar 2018,Grand Prix Tbilisi 2018,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gp_geo2018_m_0066_0011
18,0,PIRAS Matteo,SHIRINLI Vugar,0,100,03:20,17 Feb 2018,European Open Oberwart 2018,-66 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/cont_open_aut2018_m_0066_0061
19,0,PIRAS Matteo,ZHUBATKAN Sunggat,0,100,00:13,17 Feb 2018,European Open Oberwart 2018,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/cont_open_aut2018_m_0066_0058
20,1,PIRAS Matteo,MENAGED Yarin,100,0,02:24,17 Feb 2018,European Open Oberwart 2018,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/cont_open_aut2018_m_0066_0052
21,1,PIRAS Matteo,CORRADO Robin,100,0,01:03,17 Feb 2018,European Open Oberwart 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/cont_open_aut2018_m_0066_0040
22,0,PIRAS Matteo,VAN DER WERFF Twan,0,10,00:18,17 Nov 2017,Grand Prix The Hague 2017,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gp_ned2017_m_0066_0010
23,1,PIRAS Matteo,BUNCIC Strahinja,100,0,05:09,23 Sep 2017,European Open Belgrade 2017,-66 kg,Final,False,
24,1,PIRAS Matteo,LAROSE David,10,0,05:00,23 Sep 2017,European Open Belgrade 2017,-66 kg,Semi-Final,False,
25,1,PIRAS Matteo,HALL Samuel,100,0,01:26,23 Sep 2017,European Open Belgrade 2017,-66 kg,Quarter-Final,False,
26,1,PIRAS Matteo,CIGANOVIC Ilija,110,0,01:46,23 Sep 2017,European Open Belgrade 2017,-66 kg,Round 2,False,
27,1,PIRAS Matteo,MAMMADZADA Famil,110,0,03:11,23 Sep 2017,European Open Belgrade 2017,-66 kg,Round 1,False,
28,1,PIRAS Matteo,BEKULOV Roman,10,0,05:00,1 Apr 2017,Continental Cup Dubrovnik 2017,-66 kg,Bronze,False,
29,0,PIRAS Matteo,SCHIPPER Roy,0,10,05:00,1 Apr 2017,Continental Cup Dubrovnik 2017,-66 kg,Semi-Final,False,
30,1,PIRAS Matteo,JURAKIC Denis,100,0,00:23,1 Apr 2017,Continental Cup Dubrovnik 2017,-66 kg,Quarter-Final,False,
31,1,PIRAS Matteo,KATCHIKAEV Adlan,20,0,02:51,1 Apr 2017,Continental Cup Dubrovnik 2017,-66 kg,Round 2,False,
32,1,PIRAS Matteo,NANOR Kevin,20,0,03:57,1 Apr 2017,Continental Cup Dubrovnik 2017,-66 kg,Round 1,False,
33,0,PIRAS Matteo,MINKOU Dzmitry,0,100,01:00,30 Jan 2016,European Open Sofia 2016,-66 kg,Round 3,False,
34,1,PIRAS Matteo,CIGANOVIC Ilija,10,0,05:00,30 Jan 2016,European Open Sofia 2016,-66 kg,Round 2,False,
35,1,PIRAS Matteo,TIEFGRABER Andreas,100,0,05:00,30 Jan 2016,European Open Sofia 2016,-66 kg,Round 1,False,
36,0,PIRAS Matteo,KIM Limhwan,0,101,04:31,20 Nov 2015,Grand Prix Qingdao 2015,-66 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/gp_chn2015_m_0066_0034
37,1,PIRAS Matteo,SCHNEIDER Rene,0,0,05:00,20 Nov 2015,Grand Prix Qingdao 2015,-66 kg,Repechage,True,https://judobase.ijf.org/#/competition/contest/gp_chn2015_m_0066_0030
38,0,PIRAS Matteo,TAKAICHI Kengo,0,100,00:00,20 Nov 2015,Grand Prix Qingdao 2015,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/gp_chn2015_m_0066_0028
39,1,PIRAS Matteo,LIEN Chun Te,10,0,05:00,20 Nov 2015,Grand Prix Qingdao 2015,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_chn2015_m_0066_0024
40,1,PIRAS Matteo,LE BLOUCH Kilian,10,0,05:00,20 Nov 2015,Grand Prix Qingdao 2015,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gp_chn2015_m_0066_0015
41,0,PIRAS Matteo,DRAGIN Dimitri,1,110,04:49,10 Oct 2015,European Open Glasgow 2015,-66 kg,Round 1,False,
42,0,PIRAS Matteo,LAZEA Remus,0,10,05:00,28 Feb 2015,European Open Warsaw 2015,-66 kg,Repechage,False,
43,0,PIRAS Matteo,ZHUMAKANOV Yeldos,0,100,00:56,28 Feb 2015,European Open Warsaw 2015,-66 kg,Quarter-Final,False,
44,1,PIRAS Matteo,ZAMBORI Bence,110,0,02:33,28 Feb 2015,European Open Warsaw 2015,-66 kg,Round 3,False,
45,1,PIRAS Matteo,BARTUSIK Michal,1,0,05:00,28 Feb 2015,European Open Warsaw 2015,-66 kg,Round 2,False,
46,1,PIRAS Matteo,DEGEN Junior,10,0,05:59,7 Feb 2015,European Open Sofia 2015,-66 kg,Bronze,False,
47,1,PIRAS Matteo,HARPF Luka,110,0,01:37,7 Feb 2015,European Open Sofia 2015,-66 kg,Repechage,False,
48,0,PIRAS Matteo,SAKENULY Yerassyl,0,100,01:48,7 Feb 2015,European Open Sofia 2015,-66 kg,Quarter-Final,False,
49,1,PIRAS Matteo,LEFEVERE Jasper,2,1,05:00,7 Feb 2015,European Open Sofia 2015,-66 kg,Round 3,False,
0,1,ZHUBATKAN Sunggat,MAULENIN Abilkaiyr,100,0,01:31,3 Nov 2018,Asian Open Aktau 2018,-66 kg,Final,False,
1,1,ZHUBATKAN Sunggat,YSTYBAY Aibolat,10,0,05:54,3 Nov 2018,Asian Open Aktau 2018,-66 kg,Semi-Final,False,
2,1,ZHUBATKAN Sunggat,KHAMZA Dulat,10,0,05:00,3 Nov 2018,Asian Open Aktau 2018,-66 kg,Quarter-Final,False,
3,0,ZHUBATKAN Sunggat,CHOPANOV Murad,0,100,01:21,17 Oct 2018,World Championships Nassau 2018,-66 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/wc_jun2018_m_0066_0033
4,0,ZHUBATKAN Sunggat,MARCELINO Michael,0,100,01:59,17 Oct 2018,World Championships Nassau 2018,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/wc_jun2018_m_0066_0032
5,1,ZHUBATKAN Sunggat,NAGUCHEV Kazbek,10,0,05:00,17 Oct 2018,World Championships Nassau 2018,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/wc_jun2018_m_0066_0027
6,1,ZHUBATKAN Sunggat,SUAREZ JARA Roberto,100,0,01:06,17 Oct 2018,World Championships Nassau 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/wc_jun2018_m_0066_0021
7,1,ZHUBATKAN Sunggat,KOZMA Akos,100,0,01:04,17 Oct 2018,World Championships Nassau 2018,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/wc_jun2018_m_0066_0009
8,0,ZHUBATKAN Sunggat,LIMA Willian,0,100,01:54,28 Jul 2018,Continental Cup Berlin 2018,-66 kg,Repechage Round 4,False,
9,0,ZHUBATKAN Sunggat,NAGUCHEV Kazbek,0,10,05:00,28 Jul 2018,Continental Cup Berlin 2018,-66 kg,Quarter-Final,False,
10,1,ZHUBATKAN Sunggat,CAGGIANO Luca,10,0,06:56,28 Jul 2018,Continental Cup Berlin 2018,-66 kg,Repechage Round 3,False,
11,1,ZHUBATKAN Sunggat,OSMANOV Nurlan,110,0,03:44,28 Jul 2018,Continental Cup Berlin 2018,-66 kg,Round 3,False,
12,1,ZHUBATKAN Sunggat,BOBOVICH Amit,100,0,00:22,28 Jul 2018,Continental Cup Berlin 2018,-66 kg,Round 2,False,
13,1,ZHUBATKAN Sunggat,WU Cheng-Lung,110,0,01:35,15 Jul 2018,Continental Cup Hong Kong 2018,-66 kg,Bronze,False,
14,1,ZHUBATKAN Sunggat,RODGER Ashley,100,0,01:28,15 Jul 2018,Continental Cup Hong Kong 2018,-66 kg,Repechage Round 2,False,
15,0,ZHUBATKAN Sunggat,AN Jaehong,0,10,05:00,15 Jul 2018,Continental Cup Hong Kong 2018,-66 kg,Quarter-Final,False,
16,1,ZHUBATKAN Sunggat,WENG Weirui,110,0,01:47,15 Jul 2018,Continental Cup Hong Kong 2018,-66 kg,Repechage Round 1,False,
17,1,ZHUBATKAN Sunggat,KIM Hyojun,100,10,06:14,7 Jul 2018,Asian Open Taipei 2018,-66 kg,Bronze,False,
18,1,ZHUBATKAN Sunggat,SAGYNGALIULY Bauyrzhan,100,0,05:24,7 Jul 2018,Asian Open Taipei 2018,-66 kg,Repechage,False,
19,0,ZHUBATKAN Sunggat,KATZ Nathan,0,10,08:15,7 Jul 2018,Asian Open Taipei 2018,-66 kg,Quarter-Final,False,
20,1,ZHUBATKAN Sunggat,KOSSEKOV Muhammet,100,0,07:31,7 Jul 2018,Asian Open Taipei 2018,-66 kg,Round 2,False,
21,1,ZHUBATKAN Sunggat,HUYNH Nhat Thong,100,0,00:00,7 Jul 2018,Asian Open Taipei 2018,-66 kg,Round 1,False,
22,1,ZHUBATKAN Sunggat,YULDOSHEV Dilahodbek,100,0,03:35,23 Jun 2018,Continental Cup Isskul 2018,-66 kg,Final,False,
23,1,ZHUBATKAN Sunggat,HUSEYNZODA Muhammadrajab,110,0,00:56,23 Jun 2018,Continental Cup Isskul 2018,-66 kg,Semi-Final,False,
24,1,ZHUBATKAN Sunggat,AKYLBEK UULU Asman,110,0,01:20,23 Jun 2018,Continental Cup Isskul 2018,-66 kg,Quarter-Final,False,
25,1,ZHUBATKAN Sunggat,YULDOSHEV Rakhmatullo,100,0,01:10,23 Jun 2018,Continental Cup Isskul 2018,-66 kg,Round 2,False,
26,0,ZHUBATKAN Sunggat,CASES ROCA Salvador,0,100,05:24,2 Jun 2018,European Open Madrid 2018,-66 kg,Round 2,False,
27,1,ZHUBATKAN Sunggat,MARAT Zhankozha,100,10,05:00,20 Apr 2018,Continental Cup Almaty 2018,-66 kg,Final,False,
28,1,ZHUBATKAN Sunggat,GALYMOV Almas,10,0,05:00,20 Apr 2018,Continental Cup Almaty 2018,-66 kg,Semi-Final,False,
29,1,ZHUBATKAN Sunggat,KINAYEV Daniyar,110,0,02:44,20 Apr 2018,Continental Cup Almaty 2018,-66 kg,Quarter-Final,False,
30,1,ZHUBATKAN Sunggat,MOLDASH Kemelbek,10,0,05:00,20 Apr 2018,Continental Cup Almaty 2018,-66 kg,Round 2,False,
31,0,ZHUBATKAN Sunggat,LOMBARDO Manuel,0,10,05:00,17 Feb 2018,European Open Oberwart 2018,-66 kg,Bronze,True,https://judobase.ijf.org/#/competition/contest/cont_open_aut2018_m_0066_0066
32,0,ZHUBATKAN Sunggat,AZEMA Kevin,0,10,05:00,17 Feb 2018,European Open Oberwart 2018,-66 kg,Semi-Final,True,https://judobase.ijf.org/#/competition/contest/cont_open_aut2018_m_0066_0063
33,1,ZHUBATKAN Sunggat,PIRAS Matteo,100,0,00:13,17 Feb 2018,European Open Oberwart 2018,-66 kg,Quarter-Final,True,https://judobase.ijf.org/#/competition/contest/cont_open_aut2018_m_0066_0058
34,1,ZHUBATKAN Sunggat,TAMASHIRO Minoru,10,0,06:06,17 Feb 2018,European Open Oberwart 2018,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/cont_open_aut2018_m_0066_0051
35,1,ZHUBATKAN Sunggat,MELLA Edoardo,100,0,02:35,17 Feb 2018,European Open Oberwart 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/cont_open_aut2018_m_0066_0038
36,1,ZHUBATKAN Sunggat,LEONFELLNER Valentin,110,0,01:55,17 Feb 2018,European Open Oberwart 2018,-66 kg,Round 1,False,
37,0,ZHUBATKAN Sunggat,NINIASHVILI Bagrati,0,10,00:27,18 Oct 2017,World Championships Zagreb 2017,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/wc_jun2017_m_0066_0052
38,1,ZHUBATKAN Sunggat,KIM Hyong Un,10,0,00:30,18 Oct 2017,World Championships Zagreb 2017,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/wc_jun2017_m_0066_0039
39,1,ZHUBATKAN Sunggat,SAGYNGALIULY Bauyrzhan,100,0,06:09,23 Jul 2017,Continental Cup Hong Kong 2017,-66 kg,Final,False,
40,1,ZHUBATKAN Sunggat,ARKHABAYEV Alen,100,0,00:00,23 Jul 2017,Continental Cup Hong Kong 2017,-66 kg,Semi-Final,False,
41,1,ZHUBATKAN Sunggat,SHIN Jaejin,120,0,03:29,23 Jul 2017,Continental Cup Hong Kong 2017,-66 kg,Quarter-Final,False,
42,0,ZHUBATKAN Sunggat,SARAKHONOV Mukhammadrakhim,0,100,00:00,15 Jul 2017,Asian Championships Bishkek 2017,-66 kg,Bronze,False,
43,0,ZHUBATKAN Sunggat,KHOJASTEH Alireza,0,10,05:55,15 Jul 2017,Asian Championships Bishkek 2017,-66 kg,Semi-Final,False,
44,1,ZHUBATKAN Sunggat,TURDUBAEV Ertur,10,0,05:00,15 Jul 2017,Asian Championships Bishkek 2017,-66 kg,Quarter-Final,False,
45,1,ZHUBATKAN Sunggat,BOLOR BATZORIG,110,0,03:59,15 Jul 2017,Asian Championships Bishkek 2017,-66 kg,Round 1,False,
46,1,ZHUBATKAN Sunggat,BRUDETTI Luigi,110,0,03:19,3 Jun 2017,Continental Cup Leibnitz 2017,-66 kg,Final,False,
47,1,ZHUBATKAN Sunggat,VAN DER WERFF Twan,100,0,03:16,3 Jun 2017,Continental Cup Leibnitz 2017,-66 kg,Semi-Final,False,
48,1,ZHUBATKAN Sunggat,ADAM Michel,10,0,05:00,3 Jun 2017,Continental Cup Leibnitz 2017,-66 kg,Quarter-Final,False,
49,1,ZHUBATKAN Sunggat,POGREBAN Roman,110,0,01:48,3 Jun 2017,Continental Cup Leibnitz 2017,-66 kg,Round 3,False,
0,0,LOFORTE Kevin,ZOURDANI Houd,0,110,00:56,17 Nov 2018,African Open Dakar 2018,-66 kg,Final,False,
1,1,LOFORTE Kevin,DIALLO Youssouf,10,0,05:24,17 Nov 2018,African Open Dakar 2018,-66 kg,Semi-Final,False,
2,1,LOFORTE Kevin,DIATTA JEANNOT,10,0,05:00,17 Nov 2018,African Open Dakar 2018,-66 kg,Quarter-Final,False,
3,1,LOFORTE Kevin,GAYE Serigne,100,0,06:00,17 Nov 2018,African Open Dakar 2018,-66 kg,Round 2,False,
4,0,LOFORTE Kevin,VIERU Denis,0,100,02:23,20 Sep 2018,World Championships Baku 2018,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_m_0066_0106
5,1,LOFORTE Kevin,POLIAK Matej,100,10,02:41,20 Sep 2018,World Championships Baku 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_m_0066_0084
6,0,LOFORTE Kevin,ZOURDANI Houd,0,110,02:31,12 Apr 2018,African Championships Tunis 2018,-66 kg,Round 2,False,
7,1,LOFORTE Kevin,OLYMPIO Adebayo Frederic,100,0,05:19,12 Apr 2018,African Championships Tunis 2018,-66 kg,Round 1,False,
8,0,LOFORTE Kevin,JAVADOV Yagub,0,110,02:44,18 Oct 2017,World Championships Zagreb 2017,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/wc_jun2017_m_0066_0048
9,1,LOFORTE Kevin,ALIMA FOUDA Paul Jouel,10,0,00:00,18 Oct 2017,World Championships Zagreb 2017,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/wc_jun2017_m_0066_0031
10,0,LOFORTE Kevin,KHACHATRIAN Hevorh,0,60,00:00,28 Aug 2017,World Championships Budapest 2017,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_m_0066_0079
11,0,LOFORTE Kevin,GREEN Joshua,0,10,06:35,15 Jul 2017,Continental Cup Paks 2017,-66 kg,Round 2,False,
12,1,LOFORTE Kevin,HADDAD Hamanou,10,0,05:00,5 May 2017,African Championships Cairo 2017,-66 kg,Bronze,False,
13,0,LOFORTE Kevin,ABDELGHANY Abdelrahman,0,110,01:54,5 May 2017,African Championships Cairo 2017,-66 kg,Semi-Final,False,
14,1,LOFORTE Kevin,DADIE guillaume,100,0,00:18,5 May 2017,African Championships Cairo 2017,-66 kg,Quarter-Final,False,
15,0,LOFORTE Kevin,ABELRAHMAN Ahmed,0,120,02:37,14 Apr 2017,African Championships Antananarivo 2017,-66 kg,Round 1,False,
16,1,LOFORTE Kevin,OUMAR Hissein,0,0,06:20,21 Jul 2016,African Championships Casablanca 2016,-66 kg,Bronze,False,
17,0,LOFORTE Kevin,LOUATI Belhassen,0,1,05:33,21 Jul 2016,African Championships Casablanca 2016,-66 kg,Semi-Final,False,
18,1,LOFORTE Kevin,BOUSHITA Abderrahmane,11,0,05:00,21 Jul 2016,African Championships Casablanca 2016,-66 kg,Quarter-Final,False,
19,0,LOFORTE Kevin,ZHUMAKANOV Yeldos,0,100,01:06,30 Oct 2015,Grand Slam Abu Dhabi 2015,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_uae2015_m_0066_0038
20,0,LOFORTE Kevin,SCHIPPER Roy,0,100,01:10,23 Oct 2015,World Championships Abu Dhabi 2015,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/wc_jun2015_m_0066_0040
21,0,LOFORTE Kevin,AYIMBA Gloire,0,111,04:23,13 Sep 2015,Continental Cup Brazzaville 2015,-66 kg,Round 1,False,
22,0,LOFORTE Kevin,DOUKKALI Hatim,1,1,05:00,22 Jul 2015,African Championships Sharlm El Sheikh 2015,-66 kg,Bronze,False,
23,0,LOFORTE Kevin,EZZINE Wail,0,100,00:24,22 Jul 2015,African Championships Sharlm El Sheikh 2015,-66 kg,Semi-Final,False,
24,1,LOFORTE Kevin,JALLELI Mouadh,3,0,05:00,22 Jul 2015,African Championships Sharlm El Sheikh 2015,-66 kg,Quarter-Final,False,
25,0,LOFORTE Kevin,KEEBLE Lewis,0,10,05:00,13 Jun 2015,Grand Prix Budapest 2015,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gp_hun2015_m_0066_0014
0,0,CESAR Diogo,AZEMA Kevin,0,10,06:48,16 Nov 2018,Grand Prix The Hague 2018,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gp_ned2018_m_0066_0003
1,0,CESAR Diogo,VAN GANSBEKE Kenneth,0,100,05:00,27 Oct 2018,Grand Slam Abu Dhabi 2018,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gs_uae2018_m_0066_0008
2,0,CESAR Diogo,BASSOU Imad,0,100,00:34,20 Sep 2018,World Championships Baku 2018,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_m_0066_0061
3,0,CESAR Diogo,BUNCIC Strahinja,0,110,00:49,10 Aug 2018,Grand Prix Budapest 2018,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gp_hun2018_m_0066_0008
4,0,CESAR Diogo,SERIKZHANOV Yerlan,0,100,02:18,27 Jul 2018,Grand Prix Zagreb 2018,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gp_cro2018_m_0066_0011
5,0,CESAR Diogo,RAMIREZ RAMOS David,10,110,06:38,2 Jun 2018,European Open Madrid 2018,-66 kg,Round 2,False,
6,0,CESAR Diogo,ZOURDANI Houd,0,100,06:13,12 Apr 2018,African Championships Tunis 2018,-66 kg,Bronze,False,
7,1,CESAR Diogo,BOUSHITA Abderrahmane,100,0,02:36,12 Apr 2018,African Championships Tunis 2018,-66 kg,Repechage,False,
8,0,CESAR Diogo,BASSOU Imad,0,100,07:46,12 Apr 2018,African Championships Tunis 2018,-66 kg,Quarter-Final,False,
9,1,CESAR Diogo,LE GRANGE Daniel,10,0,05:16,12 Apr 2018,African Championships Tunis 2018,-66 kg,Round 2,False,
10,0,CESAR Diogo,JEREB Andraz,0,10,00:00,9 Mar 2018,Grand Prix Agadir 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_mar2018_m_0066_0022
11,1,CESAR Diogo,BOUSHITA Abderrahmane,10,0,00:00,9 Mar 2018,Grand Prix Agadir 2018,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gp_mar2018_m_0066_0012
12,0,CESAR Diogo,LE BLOUCH Kilian,0,100,01:12,10 Feb 2018,Grand Slam Paris 2018,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gs_fra2018_m_0066_0026
13,1,CESAR Diogo,MELITA Nehuen,10,0,05:00,18 Nov 2017,African Open Dakar 2017,-66 kg,Bronze,False,
14,0,CESAR Diogo,BOUSHITA Abderrahmane,0,10,05:00,18 Nov 2017,African Open Dakar 2017,-66 kg,Semi-Final,False,
15,1,CESAR Diogo,FALL Amadou Diop,10,0,05:00,18 Nov 2017,African Open Dakar 2017,-66 kg,Quarter-Final,False,
16,0,CESAR Diogo,KHYAR Walide,10,100,00:58,26 Oct 2017,Grand Slam Abu Dhabi 2017,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gs_uae2017_m_0066_0004
17,1,CESAR Diogo,AZEMA Kevin,0,0,-,3 Sep 2017,Team event Budapest 2017,-57 kg,Quarter-Final,False,
18,0,CESAR Diogo,TE Artur,0,10,00:00,28 Aug 2017,World Championships Budapest 2017,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/wc_sen2017_m_0066_0050
0,0,NAKANO Shugen,TIDHAR Noam,0,100,02:51,17 Nov 2018,Oceanian Open Perth 2018,-66 kg,Bronze,False,
1,0,NAKANO Shugen,EL IDRISSI Alaa,0,10,05:00,17 Nov 2018,Oceanian Open Perth 2018,-66 kg,Semi-Final,False,
2,1,NAKANO Shugen,FRITSCH Andrea,100,0,03:23,17 Nov 2018,Oceanian Open Perth 2018,-66 kg,Quarter-Final,False,
3,1,NAKANO Shugen,KEARNEY Padraic,100,0,00:45,17 Nov 2018,Oceanian Open Perth 2018,-66 kg,Round 2,False,
4,0,NAKANO Shugen,ZANTARAIA Georgii,0,100,02:16,20 Sep 2018,World Championships Baku 2018,-66 kg,Round 3,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_m_0066_0107
5,1,NAKANO Shugen,PUNZA Mathews,100,0,02:08,20 Sep 2018,World Championships Baku 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/wc_sen2018_m_0066_0086
6,0,NAKANO Shugen,ZHUMAKANOV Yeldos,0,100,00:24,29 Aug 2018,Asian Championships Jakarta 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/jua_sen2018_m_0066_0021
7,1,NAKANO Shugen,WEI FU Chong,100,0,02:54,29 Aug 2018,Asian Championships Jakarta 2018,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/jua_sen2018_m_0066_0010
8,0,NAKANO Shugen,GORJANACZ Zsolt,0,100,02:45,27 Jul 2018,Grand Prix Zagreb 2018,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gp_cro2018_m_0066_0008
9,0,NAKANO Shugen,KIM Hyojun,0,100,03:32,7 Jul 2018,Asian Open Taipei 2018,-66 kg,Round 2,False,
10,1,NAKANO Shugen,PHAN VU Nam,100,0,02:29,7 Jul 2018,Asian Open Taipei 2018,-66 kg,Round 1,False,
11,0,NAKANO Shugen,PULIAEV Mikhail,0,100,02:17,25 May 2018,Grand Prix Hohhot 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gp_chn2018_m_0066_0045
12,0,NAKANO Shugen,SAFAROV Orkhan,0,100,01:51,23 Feb 2018,Grand Slam Dusseldorf 2018,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/gs_ger2018_m_0066_0032
13,0,NAKANO Shugen,BABAZADA Ilkin,0,100,00:18,17 Feb 2018,European Open Oberwart 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/cont_open_aut2018_m_0066_0046
14,1,NAKANO Shugen,DAGA Auguste,100,0,05:26,17 Feb 2018,European Open Oberwart 2018,-66 kg,Round 1,True,https://judobase.ijf.org/#/competition/contest/cont_open_aut2018_m_0066_0028
15,0,NAKANO Shugen,MOGOPA Gavin,0,100,00:36,10 Feb 2018,Grand Slam Paris 2018,-66 kg,Round 2,True,https://judobase.ijf.org/#/competition/contest/gs_fra2018_m_0066_0048
